"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.645180689E0,1.804380035E1,-2.186240005E1,-4.406639862E1,5.239647655E1
1.655180689E0,1.815359879E1,-2.182579994E1,-4.402980042E1,5.238837673E1
1.665180689E0,1.819019890E1,-2.171599960E1,-4.399319839E1,5.232465461E1
1.675180689E0,1.826339912E1,-2.164279938E1,-4.395660019E1,5.228905442E1
1.685180689E0,1.825119972E1,-2.163059998E1,-4.396879959E1,5.229000367E1
1.695180689E0,1.832439995E1,-2.156959915E1,-4.391999817E1,5.224937780E1
1.705180689E0,1.838539886E1,-2.156959915E1,-4.388339996E1,5.224005447E1
1.715180689E0,1.842199898E1,-2.148419952E1,-4.384679794E1,5.218699613E1
1.725180689E0,1.844639969E1,-2.142319870E1,-4.381019974E1,5.213978045E1
1.735180689E0,1.840979958E1,-2.135000038E1,-4.373699951E1,5.203526077E1
1.745180689E0,1.842199898E1,-2.135000038E1,-4.368819809E1,5.199856935E1
1.755180689E0,1.843420029E1,-2.132559967E1,-4.370039749E1,5.200313147E1
1.765180689E0,1.847080040E1,-2.126459885E1,-4.373699951E1,5.202190652E1
1.775180689E0,1.849519920E1,-2.125239944E1,-4.374919891E1,5.203584612E1
1.785180689E0,1.848299980E1,-2.122799873E1,-4.379800034E1,5.206259737E1
1.795180689E0,1.847080040E1,-2.128899956E1,-4.376139832E1,5.205239622E1
1.805180689E0,1.851959991E1,-2.132559967E1,-4.377359772E1,5.209495791E1
1.815180689E0,1.858059883E1,-2.137439919E1,-4.372480011E1,5.209569788E1
1.825180689E0,1.862940025E1,-2.141099930E1,-4.374919891E1,5.214861312E1
1.835180689E0,1.862940025E1,-2.150860023E1,-4.376139832E1,5.219898869E1
1.845180689E0,1.861719894E1,-2.156959915E1,-4.372480011E1,5.218913535E1
1.855180689E0,1.859280014E1,-2.161839867E1,-4.372480011E1,5.220062761E1
1.865180689E0,1.858059883E1,-2.165499878E1,-4.360279846E1,5.210932411E1
1.875180689E0,1.856839943E1,-2.163059998E1,-4.355400085E1,5.205400372E1
1.885180689E0,1.855620003E1,-2.164279938E1,-4.355400085E1,5.205472423E1
1.895180689E0,1.850740051E1,-2.160619926E1,-4.357839966E1,5.204256563E1
1.905180689E0,1.844639969E1,-2.159399986E1,-4.352959824E1,5.197495949E1
1.915180689E0,1.847080040E1,-2.158180046E1,-4.343199921E1,5.189685090E1
1.925180689E0,1.848299980E1,-2.155739975E1,-4.333440018E1,5.180939108E1
1.935180689E0,1.848299980E1,-2.158180046E1,-4.327339935E1,5.176854725E1
1.945180689E0,1.853179932E1,-2.160619926E1,-4.322459793E1,5.175539874E1
1.955180689E0,1.853179932E1,-2.161839867E1,-4.321239853E1,5.175030564E1
1.965180689E0,1.851959991E1,-2.164279938E1,-4.311479950E1,5.167467737E1
1.975180689E0,1.851959991E1,-2.170380020E1,-4.300500107E1,5.160872640E1
1.985180689E0,1.850740051E1,-2.171599960E1,-4.295619965E1,5.156882392E1
1.995180689E0,1.843420029E1,-2.165499878E1,-4.289519882E1,5.146607421E1
2.005180689E0,1.842199898E1,-2.164279938E1,-4.287080002E1,5.143623533E1
2.015180689E0,1.842199898E1,-2.163059998E1,-4.284639740E1,5.141076416E1
2.025180689E0,1.837319946E1,-2.161839867E1,-4.273659897E1,5.129665204E1
2.035180689E0,1.837319946E1,-2.175259972E1,-4.259019852E1,5.123158267E1
2.045180689E0,1.843420029E1,-2.181359863E1,-4.248040009E1,5.118825272E1
2.055180689E0,1.845859909E1,-2.189900017E1,-4.238280106E1,5.115259440E1
2.065180689E0,1.847080040E1,-2.200880051E1,-4.229739761E1,5.113342950E1
2.075180689E0,1.853179932E1,-2.211859894E1,-4.222419739E1,5.114237822E1
2.085180689E0,1.856839943E1,-2.221619987E1,-4.213879776E1,5.112751970E1
2.095180689E0,1.858059883E1,-2.227719879E1,-4.200460052E1,5.104800392E1
2.105180689E0,1.859280014E1,-2.232600021E1,-4.201679993E1,5.108379370E1
2.115180689E0,1.865379906E1,-2.224059868E1,-4.202899933E1,5.107881394E1
2.125180689E0,1.861719894E1,-2.224059868E1,-4.200460052E1,5.104537973E1
2.135180689E0,1.859280014E1,-2.220400047E1,-4.201679993E1,5.103059210E1
2.145180689E0,1.865379906E1,-2.213080025E1,-4.205339813E1,5.105119816E1
2.155180689E0,1.869039917E1,-2.211859894E1,-4.200460052E1,5.101911314E1
2.165180689E0,1.871479988E1,-2.210639954E1,-4.184600067E1,5.089228239E1
2.175180689E0,1.873920059E1,-2.210639954E1,-4.180939865E1,5.087117411E1
2.185180689E0,1.876359940E1,-2.208199883E1,-4.171179962E1,5.078938434E1
2.195180689E0,1.876359940E1,-2.222839928E1,-4.154100037E1,5.071320447E1
2.205180689E0,1.873920059E1,-2.230159950E1,-4.144339752E1,5.065643273E1
2.215180689E0,1.878800011E1,-2.243579865E1,-4.133359909E1,5.064405614E1
2.225180689E0,1.880019951E1,-2.264319992E1,-4.118719864E1,5.062160938E1
2.235180689E0,1.869039917E1,-2.286279869E1,-4.102859879E1,5.055081111E1
2.245180689E0,1.860499954E1,-2.311899948E1,-4.096759796E1,5.058634428E1
2.255180689E0,1.854399872E1,-2.332639885E1,-4.089439774E1,5.059992626E1
