"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.125800125E0,6.528823853E0,-2.132814789E1,-3.039297485E1,3.769944766E1
3.135774125E0,6.397903442E0,-2.133324432E1,-3.045108032E1,3.772676470E1
3.145749125E0,6.316574097E0,-2.139619446E1,-3.039468384E1,3.770322335E1
3.155723125E0,6.397003174E0,-2.143221283E1,-3.033996582E1,3.769316811E1
3.165697125E0,6.458526611E0,-2.125539398E1,-3.036074829E1,3.762019904E1
3.175672125E0,6.465698242E0,-2.134714508E1,-3.042718506E1,3.772690615E1
3.185646125E0,6.544281006E0,-2.150660706E1,-3.016015625E1,3.761644303E1
3.195620125E0,6.291778564E0,-2.143663788E1,-3.017175293E1,3.754265036E1
3.205594125E0,6.222335815E0,-2.159974670E1,-3.015588379E1,3.761175146E1
3.215569125E0,6.141693115E0,-2.170912170E1,-2.993603516E1,3.748563139E1
